,State,Year,Quarter,Pincodes,RegisteredUsers
1773,delhi,2018,4,110096,257785
1774,delhi,2018,4,110041,257785
1775,delhi,2018,4,110043,257785
1776,delhi,2018,4,110042,257785
1777,delhi,2018,4,110094,257785
1778,delhi,2019,1,110059,310351
1779,delhi,2019,1,110092,310351
1780,delhi,2019,1,110086,310351
1781,delhi,2019,1,110085,310351
1782,delhi,2019,1,110044,310351
1783,delhi,2019,1,110096,310351
1784,delhi,2019,1,110041,310351
1785,delhi,2019,1,110043,310351
1786,delhi,2019,1,110094,310351
1787,delhi,2019,1,110042,310351
1788,delhi,2019,2,110059,352312
1789,delhi,2019,2,110092,352312
1790,delhi,2019,2,110086,352312
1791,delhi,2019,2,110085,352312
1792,delhi,2019,2,110044,352312
1793,delhi,2019,2,110096,352312
1794,delhi,2019,2,110041,352312
1795,delhi,2019,2,110043,352312
1796,delhi,2019,2,110094,352312
1797,delhi,2019,2,110042,352312
1798,delhi,2019,3,110059,391827
1799,delhi,2019,3,110092,391827
1800,delhi,2019,3,110086,391827
1801,delhi,2019,3,110085,391827
1802,delhi,2019,3,110044,391827
1803,delhi,2019,3,110096,391827
1804,delhi,2019,3,110041,391827
1805,delhi,2019,3,110001,391827
1806,delhi,2019,3,110094,391827
1807,delhi,2019,3,110043,391827
1808,delhi,2019,4,110059,425305
1809,delhi,2019,4,110092,425305
1810,delhi,2019,4,110086,425305
1811,delhi,2019,4,110044,425305
1812,delhi,2019,4,110085,425305
1813,delhi,2019,4,110041,425305
1814,delhi,2019,4,110096,425305
1815,delhi,2019,4,110094,425305
1816,delhi,2019,4,110001,425305
1817,delhi,2019,4,110053,425305
1818,delhi,2020,1,110059,460186
1819,delhi,2020,1,110092,460186
1820,delhi,2020,1,110086,460186
1821,delhi,2020,1,110044,460186
1822,delhi,2020,1,110085,460186
1823,delhi,2020,1,110041,460186
1824,delhi,2020,1,110096,460186
1825,delhi,2020,1,110094,460186
1826,delhi,2020,1,110001,460186
1827,delhi,2020,1,110053,460186
1828,delhi,2020,2,110059,498710
1829,delhi,2020,2,110092,498710
1830,delhi,2020,2,110086,498710
1831,delhi,2020,2,110044,498710
1832,delhi,2020,2,110041,498710
1833,delhi,2020,2,110085,498710
1834,delhi,2020,2,110096,498710
1835,delhi,2020,2,110094,498710
1836,delhi,2020,2,110053,498710
1837,delhi,2020,2,110042,498710
1838,delhi,2020,3,110059,543831
1839,delhi,2020,3,110092,543831
1840,delhi,2020,3,110086,543831
1841,delhi,2020,3,110044,543831
1842,delhi,2020,3,110041,543831
1843,delhi,2020,3,110085,543831
1844,delhi,2020,3,110096,543831
1845,delhi,2020,3,110094,543831
1846,delhi,2020,3,110053,543831
1847,delhi,2020,3,110042,543831
1848,delhi,2020,4,110059,591192
1849,delhi,2020,4,110092,591192
1850,delhi,2020,4,110086,591192
1851,delhi,2020,4,110044,591192
1852,delhi,2020,4,110041,591192
1853,delhi,2020,4,110085,591192
1854,delhi,2020,4,110094,591192
1855,delhi,2020,4,110096,591192
1856,delhi,2020,4,110053,591192
1857,delhi,2020,4,110042,591192
1858,delhi,2021,1,110059,636908
1859,delhi,2021,1,110092,636908
1860,delhi,2021,1,110086,636908
1861,delhi,2021,1,110044,636908
1862,delhi,2021,1,110041,636908
1863,delhi,2021,1,110085,636908
1864,delhi,2021,1,110094,636908
1865,delhi,2021,1,110053,636908
1866,delhi,2021,1,110096,636908
1867,delhi,2021,1,110042,636908
1868,delhi,2021,2,110059,681073
1869,delhi,2021,2,110092,681073
1870,delhi,2021,2,110086,681073
1871,delhi,2021,2,110044,681073
1872,delhi,2021,2,110041,681073
1873,delhi,2021,2,110085,681073
1874,delhi,2021,2,110094,681073
1875,delhi,2021,2,110053,681073
1876,delhi,2021,2,110096,681073
1877,delhi,2021,2,110042,681073
1878,delhi,2021,3,110059,730209
1879,delhi,2021,3,110092,730209
1880,delhi,2021,3,110086,730209
1881,delhi,2021,3,110044,730209
1882,delhi,2021,3,110041,730209
1883,delhi,2021,3,110085,730209
1884,delhi,2021,3,110094,730209
1885,delhi,2021,3,110053,730209
1886,delhi,2021,3,110096,730209
1887,delhi,2021,3,110042,730209
1888,delhi,2021,4,110059,779798
1889,delhi,2021,4,110092,779798
1890,delhi,2021,4,110086,779798
1891,delhi,2021,4,110044,779798
1892,delhi,2021,4,110041,779798
1893,delhi,2021,4,110085,779798
1894,delhi,2021,4,110094,779798
1895,delhi,2021,4,110053,779798
1896,delhi,2021,4,110096,779798
1897,delhi,2021,4,110042,779798
1898,delhi,2022,1,110059,826148
1899,delhi,2022,1,110092,826148
1900,delhi,2022,1,110086,826148
1901,delhi,2022,1,110044,826148
1902,delhi,2022,1,110041,826148
1903,delhi,2022,1,110085,826148
1904,delhi,2022,1,110094,826148
1905,delhi,2022,1,110053,826148
1906,delhi,2022,1,110096,826148
1907,delhi,2022,1,110042,826148
1908,delhi,2022,2,110059,870461
1909,delhi,2022,2,110092,870461
1910,delhi,2022,2,110086,870461
1911,delhi,2022,2,110044,870461
1912,delhi,2022,2,110041,870461
1913,delhi,2022,2,110085,870461
1914,delhi,2022,2,110094,870461
1915,delhi,2022,2,110053,870461
1916,delhi,2022,2,110096,870461
1917,delhi,2022,2,110042,870461
1918,delhi,2022,3,110059,917096
1919,delhi,2022,3,110092,917096
1920,delhi,2022,3,110086,917096
1921,delhi,2022,3,110044,917096
1922,delhi,2022,3,110041,917096
1923,delhi,2022,3,110085,917096
1924,delhi,2022,3,110094,917096
1925,delhi,2022,3,110053,917096
1926,delhi,2022,3,110096,917096
1927,delhi,2022,3,110042,917096
1928,delhi,2022,4,110059,963656
1929,delhi,2022,4,110092,963656
1930,delhi,2022,4,110086,963656
1931,delhi,2022,4,110044,963656
1932,delhi,2022,4,110041,963656
1933,delhi,2022,4,110085,963656
1934,delhi,2022,4,110094,963656
1935,delhi,2022,4,110053,963656
1936,delhi,2022,4,110096,963656
1937,delhi,2022,4,110042,963656
1938,delhi,2023,1,110059,1007880
1939,delhi,2023,1,110092,1007880
1940,delhi,2023,1,110086,1007880
1941,delhi,2023,1,110044,1007880
1942,delhi,2023,1,110041,1007880
1943,delhi,2023,1,110085,1007880
1944,delhi,2023,1,110094,1007880
1945,delhi,2023,1,110053,1007880
1946,delhi,2023,1,110096,1007880
1947,delhi,2023,1,110042,1007880
1948,delhi,2023,2,110059,1046614
1949,delhi,2023,2,110092,1046614
1950,delhi,2023,2,110086,1046614
1951,delhi,2023,2,110044,1046614
1952,delhi,2023,2,110041,1046614
1953,delhi,2023,2,110094,1046614
1954,delhi,2023,2,110085,1046614
1955,delhi,2023,2,110053,1046614
1956,delhi,2023,2,110096,1046614
1957,delhi,2023,2,110042,1046614
1958,goa,2018,1,403516,34167
1959,goa,2018,1,403601,34167
1960,goa,2018,1,403001,34167
1961,goa,2018,1,403401,34167
1962,goa,2018,1,403802,34167
1963,goa,2018,1,403722,34167
1964,goa,2018,1,403507,34167
1965,goa,2018,1,403521,34167
1966,goa,2018,1,403515,34167
1967,goa,2018,1,403509,34167
1968,goa,2018,2,403516,45982
1969,goa,2018,2,403001,45982
1970,goa,2018,2,403601,45982
1971,goa,2018,2,403401,45982
1972,goa,2018,2,403722,45982
1973,goa,2018,2,403802,45982
1974,goa,2018,2,403507,45982
1975,goa,2018,2,403521,45982
1976,goa,2018,2,403515,45982
1977,goa,2018,2,403509,45982
1978,goa,2018,3,403516,58495
1979,goa,2018,3,403001,58495
1980,goa,2018,3,403601,58495
1981,goa,2018,3,403401,58495
1982,goa,2018,3,403722,58495
1983,goa,2018,3,403802,58495
1984,goa,2018,3,403507,58495
1985,goa,2018,3,403521,58495
1986,goa,2018,3,403515,58495
1987,goa,2018,3,403801,58495
1988,goa,2018,4,403516,74349
1989,goa,2018,4,403001,74349
1990,goa,2018,4,403601,74349
1991,goa,2018,4,403401,74349
1992,goa,2018,4,403722,74349
1993,goa,2018,4,403802,74349
1994,goa,2018,4,403507,74349
1995,goa,2018,4,403521,74349
1996,goa,2018,4,403515,74349
1997,goa,2018,4,403509,74349
1998,goa,2019,1,403516,90350
1999,goa,2019,1,403001,90350
2000,goa,2019,1,403601,90350
2001,goa,2019,1,403401,90350
2002,goa,2019,1,403722,90350
2003,goa,2019,1,403802,90350
2004,goa,2019,1,403507,90350
2005,goa,2019,1,403521,90350
2006,goa,2019,1,403515,90350
2007,goa,2019,1,403512,90350
2008,goa,2019,2,403516,105938
2009,goa,2019,2,403001,105938
2010,goa,2019,2,403601,105938
2011,goa,2019,2,403401,105938
2012,goa,2019,2,403722,105938
2013,goa,2019,2,403802,105938
2014,goa,2019,2,403507,105938
2015,goa,2019,2,403521,105938
2016,goa,2019,2,403515,105938
2017,goa,2019,2,403512,105938
2018,goa,2019,3,403516,119833
2019,goa,2019,3,403001,119833
2020,goa,2019,3,403601,119833
2021,goa,2019,3,403401,119833
2022,goa,2019,3,403722,119833
2023,goa,2019,3,403507,119833
2024,goa,2019,3,403802,119833
2025,goa,2019,3,403521,119833
2026,goa,2019,3,403515,119833
2027,goa,2019,3,403512,119833
2028,goa,2019,4,403516,133161
2029,goa,2019,4,403001,133161
2030,goa,2019,4,403601,133161
2031,goa,2019,4,403401,133161
2032,goa,2019,4,403722,133161
2033,goa,2019,4,403507,133161
2034,goa,2019,4,403802,133161
2035,goa,2019,4,403521,133161
2036,goa,2019,4,403515,133161
2037,goa,2019,4,403512,133161
2038,goa,2020,1,403516,147591
2039,goa,2020,1,403001,147591
2040,goa,2020,1,403601,147591
2041,goa,2020,1,403401,147591
2042,goa,2020,1,403722,147591
2043,goa,2020,1,403507,147591
2044,goa,2020,1,403802,147591
2045,goa,2020,1,403521,147591
2046,goa,2020,1,403512,147591
2047,goa,2020,1,403515,147591
2048,goa,2020,2,403001,163106
2049,goa,2020,2,403601,163106
2050,goa,2020,2,403516,163106
2051,goa,2020,2,403401,163106
2052,goa,2020,2,403507,163106
2053,goa,2020,2,403722,163106
2054,goa,2020,2,403802,163106
2055,goa,2020,2,403521,163106
2056,goa,2020,2,403512,163106
2057,goa,2020,2,403515,163106
2058,goa,2020,3,403601,180767
2059,goa,2020,3,403001,180767
2060,goa,2020,3,403516,180767
2061,goa,2020,3,403401,180767
2062,goa,2020,3,403507,180767
2063,goa,2020,3,403802,180767
2064,goa,2020,3,403722,180767
2065,goa,2020,3,403521,180767
2066,goa,2020,3,403512,180767
2067,goa,2020,3,403515,180767
2068,goa,2020,4,403601,201105
2069,goa,2020,4,403001,201105
2070,goa,2020,4,403516,201105
2071,goa,2020,4,403401,201105
2072,goa,2020,4,403507,201105
2073,goa,2020,4,403802,201105
2074,goa,2020,4,403722,201105
2075,goa,2020,4,403521,201105
2076,goa,2020,4,403512,201105
2077,goa,2020,4,403515,201105
2078,goa,2021,1,403601,217442
2079,goa,2021,1,403001,217442
2080,goa,2021,1,403516,217442
2081,goa,2021,1,403401,217442
2082,goa,2021,1,403507,217442
2083,goa,2021,1,403802,217442
2084,goa,2021,1,403722,217442
2085,goa,2021,1,403521,217442
2086,goa,2021,1,403512,217442
2087,goa,2021,1,403515,217442
2088,goa,2021,2,403601,232403
2089,goa,2021,2,403001,232403
2090,goa,2021,2,403516,232403
2091,goa,2021,2,403401,232403
2092,goa,2021,2,403507,232403
2093,goa,2021,2,403802,232403
2094,goa,2021,2,403722,232403
2095,goa,2021,2,403521,232403
2096,goa,2021,2,403512,232403
2097,goa,2021,2,403515,232403
2098,goa,2021,3,403601,249506
2099,goa,2021,3,403001,249506
2100,goa,2021,3,403516,249506
2101,goa,2021,3,403401,249506
2102,goa,2021,3,403507,249506
2103,goa,2021,3,403802,249506
2104,goa,2021,3,403722,249506
2105,goa,2021,3,403521,249506
2106,goa,2021,3,403512,249506
2107,goa,2021,3,403515,249506
2108,goa,2021,4,403601,266364
2109,goa,2021,4,403001,266364
2110,goa,2021,4,403516,266364
2111,goa,2021,4,403401,266364
2112,goa,2021,4,403507,266364
2113,goa,2021,4,403802,266364
2114,goa,2021,4,403722,266364
2115,goa,2021,4,403521,266364
2116,goa,2021,4,403512,266364
2117,goa,2021,4,403515,266364
2118,goa,2022,1,403601,282378
2119,goa,2022,1,403001,282378
2120,goa,2022,1,403516,282378
2121,goa,2022,1,403401,282378
2122,goa,2022,1,403507,282378
2123,goa,2022,1,403802,282378
2124,goa,2022,1,403722,282378
2125,goa,2022,1,403521,282378
2126,goa,2022,1,403512,282378
2127,goa,2022,1,403515,282378
2128,goa,2022,2,403601,297426
2129,goa,2022,2,403001,297426
2130,goa,2022,2,403516,297426
2131,goa,2022,2,403401,297426
2132,goa,2022,2,403507,297426
2133,goa,2022,2,403802,297426
2134,goa,2022,2,403722,297426
2135,goa,2022,2,403521,297426
2136,goa,2022,2,403512,297426
2137,goa,2022,2,403515,297426
2138,goa,2022,3,403601,312884
2139,goa,2022,3,403001,312884
2140,goa,2022,3,403516,312884
2141,goa,2022,3,403401,312884
2142,goa,2022,3,403507,312884
2143,goa,2022,3,403802,312884
2144,goa,2022,3,403722,312884
2145,goa,2022,3,403521,312884
2146,goa,2022,3,403512,312884
2147,goa,2022,3,403515,312884
2148,goa,2022,4,403601,327376
2149,goa,2022,4,403001,327376
2150,goa,2022,4,403516,327376
2151,goa,2022,4,403401,327376
2152,goa,2022,4,403507,327376
2153,goa,2022,4,403802,327376
2154,goa,2022,4,403722,327376
2155,goa,2022,4,403521,327376
2156,goa,2022,4,403512,327376
2157,goa,2022,4,403515,327376
2158,goa,2023,1,403601,341631
2159,goa,2023,1,403001,341631
2160,goa,2023,1,403516,341631
2161,goa,2023,1,403401,341631
2162,goa,2023,1,403507,341631
2163,goa,2023,1,403802,341631
2164,goa,2023,1,403722,341631
2165,goa,2023,1,403521,341631
2166,goa,2023,1,403512,341631
2167,goa,2023,1,403515,341631
2168,goa,2023,2,403601,354909
2169,goa,2023,2,403001,354909
2170,goa,2023,2,403516,354909
2171,goa,2023,2,403401,354909
2172,goa,2023,2,403507,354909
2173,goa,2023,2,403802,354909
2174,goa,2023,2,403722,354909
2175,goa,2023,2,403521,354909
2176,goa,2023,2,403512,354909
2177,goa,2023,2,403515,354909
2178,gujarat,2018,1,395006,87683
2179,gujarat,2018,1,395010,87683
2180,gujarat,2018,1,395004,87683
2181,gujarat,2018,1,382350,87683
2182,gujarat,2018,1,394210,87683
2183,gujarat,2018,1,395003,87683
2184,gujarat,2018,1,382481,87683
2185,gujarat,2018,1,395009,87683
2186,gujarat,2018,1,396191,87683
2187,gujarat,2018,1,382415,87683
2188,gujarat,2018,2,395006,115812
2189,gujarat,2018,2,395010,115812
2190,gujarat,2018,2,395004,115812
2191,gujarat,2018,2,394210,115812
2192,gujarat,2018,2,382350,115812
2193,gujarat,2018,2,395003,115812
2194,gujarat,2018,2,382481,115812
2195,gujarat,2018,2,396191,115812
2196,gujarat,2018,2,395009,115812
2197,gujarat,2018,2,382415,115812
2198,gujarat,2018,3,395006,141243
2199,gujarat,2018,3,395010,141243
2200,gujarat,2018,3,395004,141243
2201,gujarat,2018,3,394210,141243
2202,gujarat,2018,3,395003,141243
2203,gujarat,2018,3,382350,141243
2204,gujarat,2018,3,396191,141243
2205,gujarat,2018,3,382481,141243
2206,gujarat,2018,3,395009,141243
2207,gujarat,2018,3,382415,141243
2208,gujarat,2018,4,395006,173699
2209,gujarat,2018,4,395010,173699
2210,gujarat,2018,4,394210,173699
2211,gujarat,2018,4,395004,173699
2212,gujarat,2018,4,382350,173699
2213,gujarat,2018,4,395003,173699
2214,gujarat,2018,4,382481,173699
2215,gujarat,2018,4,396191,173699
2216,gujarat,2018,4,382415,173699
2217,gujarat,2018,4,395009,173699
2218,gujarat,2019,1,395006,209477
2219,gujarat,2019,1,395010,209477
2220,gujarat,2019,1,394210,209477
2221,gujarat,2019,1,395004,209477
2222,gujarat,2019,1,382350,209477
2223,gujarat,2019,1,395003,209477
2224,gujarat,2019,1,382481,209477
2225,gujarat,2019,1,396191,209477
2226,gujarat,2019,1,382415,209477
2227,gujarat,2019,1,382345,209477
2228,gujarat,2019,2,395006,238764
2229,gujarat,2019,2,395010,238764
2230,gujarat,2019,2,394210,238764
2231,gujarat,2019,2,395004,238764
2232,gujarat,2019,2,382350,238764
2233,gujarat,2019,2,395003,238764
2234,gujarat,2019,2,382481,238764
2235,gujarat,2019,2,396191,238764
2236,gujarat,2019,2,382415,238764
2237,gujarat,2019,2,382345,238764
2238,gujarat,2019,3,395006,266134
2239,gujarat,2019,3,395010,266134
2240,gujarat,2019,3,394210,266134
2241,gujarat,2019,3,395004,266134
2242,gujarat,2019,3,382350,266134
2243,gujarat,2019,3,395003,266134
2244,gujarat,2019,3,382481,266134
2245,gujarat,2019,3,396191,266134
2246,gujarat,2019,3,382415,266134
2247,gujarat,2019,3,382345,266134
2248,gujarat,2019,4,395006,296977
2249,gujarat,2019,4,395010,296977
2250,gujarat,2019,4,394210,296977
2251,gujarat,2019,4,395004,296977
2252,gujarat,2019,4,382350,296977
2253,gujarat,2019,4,395003,296977
2254,gujarat,2019,4,396191,296977
2255,gujarat,2019,4,382481,296977
2256,gujarat,2019,4,382415,296977
2257,gujarat,2019,4,382345,296977
2258,gujarat,2020,1,395006,330053
2259,gujarat,2020,1,395010,330053
2260,gujarat,2020,1,394210,330053
2261,gujarat,2020,1,395004,330053
2262,gujarat,2020,1,395003,330053
2263,gujarat,2020,1,382350,330053
2264,gujarat,2020,1,396191,330053
2265,gujarat,2020,1,382415,330053
2266,gujarat,2020,1,382481,330053
2267,gujarat,2020,1,382345,330053
2268,gujarat,2020,2,395006,372771
2269,gujarat,2020,2,395010,372771
2270,gujarat,2020,2,394210,372771
2271,gujarat,2020,2,395004,372771
2272,gujarat,2020,2,395003,372771
2273,gujarat,2020,2,382350,372771
2274,gujarat,2020,2,396191,372771
2275,gujarat,2020,2,382415,372771
2276,gujarat,2020,2,382481,372771
2277,gujarat,2020,2,382345,372771
2278,gujarat,2020,3,395006,410740
2279,gujarat,2020,3,395010,410740
2280,gujarat,2020,3,394210,410740
2281,gujarat,2020,3,395004,410740
2282,gujarat,2020,3,395003,410740
2283,gujarat,2020,3,382350,410740
2284,gujarat,2020,3,396191,410740
2285,gujarat,2020,3,382415,410740
2286,gujarat,2020,3,382345,410740
2287,gujarat,2020,3,382481,410740
2288,gujarat,2020,4,395006,452628
2289,gujarat,2020,4,395010,452628
2290,gujarat,2020,4,394210,452628
2291,gujarat,2020,4,395004,452628
2292,gujarat,2020,4,395003,452628
2293,gujarat,2020,4,382350,452628
2294,gujarat,2020,4,396191,452628
2295,gujarat,2020,4,382415,452628
2296,gujarat,2020,4,382345,452628
2297,gujarat,2020,4,382481,452628
2298,gujarat,2021,1,395006,489062
2299,gujarat,2021,1,395010,489062
2300,gujarat,2021,1,394210,489062
2301,gujarat,2021,1,395004,489062
2302,gujarat,2021,1,395003,489062
2303,gujarat,2021,1,382350,489062
2304,gujarat,2021,1,396191,489062
2305,gujarat,2021,1,382415,489062
2306,gujarat,2021,1,382345,489062
2307,gujarat,2021,1,385535,489062
2308,gujarat,2021,2,395006,524614
2309,gujarat,2021,2,395010,524614
2310,gujarat,2021,2,394210,524614
2311,gujarat,2021,2,395004,524614
2312,gujarat,2021,2,395003,524614
2313,gujarat,2021,2,382350,524614
2314,gujarat,2021,2,396191,524614
2315,gujarat,2021,2,382415,524614
2316,gujarat,2021,2,382345,524614
2317,gujarat,2021,2,385535,524614
2318,gujarat,2021,3,395006,565423
2319,gujarat,2021,3,395010,565423
2320,gujarat,2021,3,394210,565423
2321,gujarat,2021,3,395004,565423
2322,gujarat,2021,3,395003,565423
2323,gujarat,2021,3,382350,565423
2324,gujarat,2021,3,396191,565423
2325,gujarat,2021,3,382415,565423
2326,gujarat,2021,3,382345,565423
2327,gujarat,2021,3,385535,565423
2328,gujarat,2021,4,395006,605655
2329,gujarat,2021,4,394210,605655
2330,gujarat,2021,4,395010,605655
2331,gujarat,2021,4,395004,605655
2332,gujarat,2021,4,395003,605655
2333,gujarat,2021,4,382350,605655
2334,gujarat,2021,4,396191,605655
2335,gujarat,2021,4,382415,605655
2336,gujarat,2021,4,382345,605655
2337,gujarat,2021,4,385535,605655
2338,gujarat,2022,1,395006,643742
2339,gujarat,2022,1,394210,643742
2340,gujarat,2022,1,395010,643742
2341,gujarat,2022,1,395004,643742
2342,gujarat,2022,1,395003,643742
2343,gujarat,2022,1,382350,643742
2344,gujarat,2022,1,396191,643742
2345,gujarat,2022,1,382415,643742
2346,gujarat,2022,1,382345,643742
2347,gujarat,2022,1,385535,643742
2348,gujarat,2022,2,395006,679340
2349,gujarat,2022,2,394210,679340
2350,gujarat,2022,2,395010,679340
2351,gujarat,2022,2,395004,679340
2352,gujarat,2022,2,395003,679340
2353,gujarat,2022,2,382350,679340
2354,gujarat,2022,2,396191,679340
2355,gujarat,2022,2,382415,679340
2356,gujarat,2022,2,385535,679340
2357,gujarat,2022,2,382345,679340
2358,gujarat,2022,3,395006,716467
2359,gujarat,2022,3,394210,716467
2360,gujarat,2022,3,395010,716467
2361,gujarat,2022,3,395004,716467
2362,gujarat,2022,3,395003,716467
2363,gujarat,2022,3,382350,716467
2364,gujarat,2022,3,396191,716467
2365,gujarat,2022,3,382415,716467
2366,gujarat,2022,3,385535,716467
2367,gujarat,2022,3,382345,716467
2368,gujarat,2022,4,395006,751767
2369,gujarat,2022,4,394210,751767
2370,gujarat,2022,4,395010,751767
2371,gujarat,2022,4,395004,751767
2372,gujarat,2022,4,395003,751767
2373,gujarat,2022,4,382350,751767
2374,gujarat,2022,4,396191,751767
2375,gujarat,2022,4,382415,751767
2376,gujarat,2022,4,385535,751767
2377,gujarat,2022,4,382345,751767
2378,gujarat,2023,1,395006,786811
2379,gujarat,2023,1,394210,786811
2380,gujarat,2023,1,395010,786811
2381,gujarat,2023,1,395004,786811
2382,gujarat,2023,1,395003,786811
2383,gujarat,2023,1,382350,786811
2384,gujarat,2023,1,396191,786811
2385,gujarat,2023,1,382415,786811
2386,gujarat,2023,1,385535,786811
2387,gujarat,2023,1,382345,786811
2388,gujarat,2023,2,395006,818831
2389,gujarat,2023,2,394210,818831
2390,gujarat,2023,2,395010,818831
2391,gujarat,2023,2,395004,818831
2392,gujarat,2023,2,395003,818831
2393,gujarat,2023,2,382350,818831
2394,gujarat,2023,2,396191,818831
2395,gujarat,2023,2,382415,818831
2396,gujarat,2023,2,385535,818831
2397,gujarat,2023,2,382345,818831
2398,haryana,2018,1,122001,57585
2399,haryana,2018,1,121004,57585
2400,haryana,2018,1,121003,57585
2401,haryana,2018,1,122002,57585
2402,haryana,2018,1,122006,57585
2403,haryana,2018,1,121001,57585
2404,haryana,2018,1,124001,57585
2405,haryana,2018,1,123401,57585
2406,haryana,2018,1,122051,57585
2407,haryana,2018,1,132001,57585
2408,haryana,2018,2,122001,75485
2409,haryana,2018,2,121004,75485
2410,haryana,2018,2,121003,75485
2411,haryana,2018,2,121001,75485
2412,haryana,2018,2,122002,75485
2413,haryana,2018,2,122006,75485
2414,haryana,2018,2,124001,75485
2415,haryana,2018,2,123401,75485
2416,haryana,2018,2,122051,75485
2417,haryana,2018,2,132001,75485
2418,haryana,2018,3,122001,92472
2419,haryana,2018,3,121004,92472
2420,haryana,2018,3,121003,92472
2421,haryana,2018,3,121001,92472
2422,haryana,2018,3,122002,92472
2423,haryana,2018,3,122006,92472
2424,haryana,2018,3,124001,92472
2425,haryana,2018,3,123401,92472
2426,haryana,2018,3,122051,92472
2427,haryana,2018,3,132001,92472
2428,haryana,2018,4,122001,114488
2429,haryana,2018,4,121004,114488
2430,haryana,2018,4,121003,114488
2431,haryana,2018,4,121001,114488
2432,haryana,2018,4,122002,114488
2433,haryana,2018,4,122006,114488
2434,haryana,2018,4,124001,114488
2435,haryana,2018,4,122051,114488
2436,haryana,2018,4,123401,114488
2437,haryana,2018,4,122004,114488
2438,haryana,2019,1,122001,141953
2439,haryana,2019,1,121004,141953
2440,haryana,2019,1,121003,141953
2441,haryana,2019,1,121001,141953
2442,haryana,2019,1,122002,141953
2443,haryana,2019,1,122006,141953
2444,haryana,2019,1,124001,141953
2445,haryana,2019,1,122051,141953
2446,haryana,2019,1,121102,141953
2447,haryana,2019,1,123401,141953
2448,haryana,2019,2,122001,163468
2449,haryana,2019,2,121004,163468
2450,haryana,2019,2,121003,163468
2451,haryana,2019,2,121001,163468
2452,haryana,2019,2,122002,163468
2453,haryana,2019,2,122006,163468
2454,haryana,2019,2,124001,163468
2455,haryana,2019,2,121102,163468
2456,haryana,2019,2,123401,163468
2457,haryana,2019,2,122051,163468
2458,haryana,2019,3,122001,185095
2459,haryana,2019,3,121004,185095
2460,haryana,2019,3,121003,185095
2461,haryana,2019,3,121001,185095
2462,haryana,2019,3,122002,185095
2463,haryana,2019,3,122006,185095
2464,haryana,2019,3,121102,185095
2465,haryana,2019,3,124001,185095
2466,haryana,2019,3,123401,185095
2467,haryana,2019,3,122004,185095
2468,haryana,2019,4,122001,206377
2469,haryana,2019,4,121004,206377
2470,haryana,2019,4,121003,206377
2471,haryana,2019,4,121001,206377
2472,haryana,2019,4,122006,206377
2473,haryana,2019,4,122002,206377
2474,haryana,2019,4,121102,206377
2475,haryana,2019,4,124001,206377
2476,haryana,2019,4,123401,206377
2477,haryana,2019,4,122004,206377
2478,haryana,2020,1,122001,230059
2479,haryana,2020,1,121004,230059
2480,haryana,2020,1,121003,230059
2481,haryana,2020,1,121001,230059
2482,haryana,2020,1,122006,230059
2483,haryana,2020,1,122002,230059
2484,haryana,2020,1,121102,230059
2485,haryana,2020,1,124001,230059
2486,haryana,2020,1,123401,230059
2487,haryana,2020,1,122004,230059
2488,haryana,2020,2,122001,254647
2489,haryana,2020,2,121004,254647
2490,haryana,2020,2,121003,254647
2491,haryana,2020,2,121001,254647
2492,haryana,2020,2,122006,254647
2493,haryana,2020,2,122002,254647
2494,haryana,2020,2,121102,254647
2495,haryana,2020,2,124001,254647
2496,haryana,2020,2,123401,254647
2497,haryana,2020,2,122004,254647
2498,haryana,2020,3,122001,280325
2499,haryana,2020,3,121004,280325
2500,haryana,2020,3,121003,280325
2501,haryana,2020,3,121001,280325
2502,haryana,2020,3,122006,280325
2503,haryana,2020,3,122002,280325
2504,haryana,2020,3,121102,280325
2505,haryana,2020,3,124001,280325
2506,haryana,2020,3,123401,280325
2507,haryana,2020,3,122004,280325
2508,haryana,2020,4,122001,305922
2509,haryana,2020,4,121004,305922
2510,haryana,2020,4,121003,305922
2511,haryana,2020,4,121001,305922
2512,haryana,2020,4,122006,305922
2513,haryana,2020,4,122002,305922
2514,haryana,2020,4,121102,305922
2515,haryana,2020,4,124001,305922
2516,haryana,2020,4,123401,305922
2517,haryana,2020,4,122004,305922
2518,haryana,2021,1,122001,329147
2519,haryana,2021,1,121004,329147
2520,haryana,2021,1,121003,329147
2521,haryana,2021,1,121001,329147
2522,haryana,2021,1,122006,329147
2523,haryana,2021,1,122002,329147
2524,haryana,2021,1,121102,329147
2525,haryana,2021,1,124001,329147
2526,haryana,2021,1,123401,329147
2527,haryana,2021,1,122004,329147
2528,haryana,2021,2,122001,353305
2529,haryana,2021,2,121004,353305
2530,haryana,2021,2,121003,353305
2531,haryana,2021,2,121001,353305
2532,haryana,2021,2,122006,353305
2533,haryana,2021,2,122002,353305
2534,haryana,2021,2,121102,353305
2535,haryana,2021,2,124001,353305
2536,haryana,2021,2,123401,353305
2537,haryana,2021,2,122004,353305
2538,haryana,2021,3,122001,380370
2539,haryana,2021,3,121004,380370
2540,haryana,2021,3,121003,380370
2541,haryana,2021,3,121001,380370
2542,haryana,2021,3,122006,380370
2543,haryana,2021,3,122002,380370
2544,haryana,2021,3,121102,380370
2545,haryana,2021,3,124001,380370
2546,haryana,2021,3,123401,380370
2547,haryana,2021,3,122004,380370
